num,logits[3],logits[5],distance(3->5)
1,0.008589241653680801,0.006768300198018551,0.0018209414556622505
2,0.014161952771246433,0.06172849237918854,0.047566539607942104
3,0.060733862221241,0.030275395140051842,0.030458467081189156
4,0.013641322031617165,0.017471909523010254,0.0038305874913930893
5,0.004764921963214874,0.004737770650535822,2.7151312679052353e-05
6,0.026828687638044357,0.01250732783228159,0.014321359805762768
7,0.019234929233789444,0.014458812773227692,0.004776116460561752
8,0.02731057070195675,0.015429162420332432,0.011881408281624317
9,0.0061968425288796425,0.005774969235062599,0.0004218732938170433
10,0.020504074171185493,0.024828726425766945,0.004324652254581451
11,0.007680749520659447,0.006276226602494717,0.00140452291816473
12,0.025349721312522888,0.014387127012014389,0.0109625943005085
13,0.005894964095205069,0.007601757068186998,0.0017067929729819298
14,0.0054335338063538074,0.005038408096879721,0.00039512570947408676
15,0.024437736719846725,0.01945287548005581,0.0049848612397909164
16,0.014414997771382332,0.019261950626969337,0.004846952855587006
17,0.024465803056955338,0.013554217293858528,0.01091158576309681
18,0.05907658115029335,0.03376450389623642,0.02531207725405693
19,0.014581413939595222,0.01762659288942814,0.0030451789498329163
20,0.020443934947252274,0.028472939506173134,0.00802900455892086
21,0.02107102982699871,0.012028368189930916,0.009042661637067795
22,0.045421477407217026,0.03440646827220917,0.011015009135007858
23,0.019137930124998093,0.013722741045057774,0.005415189079940319
24,0.005154057871550322,0.004900680389255285,0.0002533774822950363
25,0.012665882706642151,0.019015010446310043,0.0063491277396678925
26,0.02691372111439705,0.0166054405272007,0.01030828058719635
27,0.022560229524970055,0.028963489457964897,0.0064032599329948425
28,0.015152676962316036,0.020709238946437836,0.0055565619841217995
29,0.02212587371468544,0.11244276911020279,0.09031689539551735
30,0.02316616289317608,0.012525996193289757,0.010640166699886322
31,0.015706581994891167,0.019999459385871887,0.0042928773909807205
32,0.01130162738263607,0.09424895793199539,0.08294733054935932
33,0.040402669459581375,0.04868398606777191,0.008281316608190536
34,0.004903479479253292,0.004819665569812059,8.381390944123268e-05
35,0.028957055881619453,0.016438020393252373,0.01251903548836708
36,0.027234205976128578,0.015593872405588627,0.011640333570539951
37,0.009464457631111145,0.006869247183203697,0.002595210447907448
38,0.03682955726981163,0.01564595103263855,0.02118360623717308
39,0.023855315521359444,0.012145127169787884,0.01171018835157156
40,0.013268368318676949,0.0165579691529274,0.00328960083425045
41,0.042805228382349014,0.026304736733436584,0.01650049164891243
42,0.0128562543541193,0.02051369473338127,0.0076574403792619705
43,0.004548713099211454,0.0061185467056930065,0.0015698336064815521
44,0.031029803678393364,0.04124735668301582,0.01021755300462246
45,0.024499360471963882,0.012879961170256138,0.011619399301707745
46,0.03165902942419052,0.017395751550793648,0.014263277873396873
47,0.00675590243190527,0.0050810594111680984,0.0016748430207371712
48,0.027077270671725273,0.07701923698186874,0.04994196631014347
49,0.04284875839948654,0.031705617904663086,0.011143140494823456
50,0.029127512127161026,0.017224207520484924,0.011903304606676102
51,0.01425672322511673,0.01795252412557602,0.0036958009004592896
52,0.013157458044588566,0.019560296088457108,0.006402838043868542
53,0.028332563117146492,0.014909195713698864,0.013423367403447628
54,0.027460286393761635,0.014809878543019295,0.01265040785074234
55,0.015099702402949333,0.021893281489610672,0.006793579086661339
56,0.0044797672890126705,0.004725520499050617,0.0002457532100379467
57,0.03530420362949371,0.016936371102929115,0.018367832526564598
58,0.01970571279525757,0.07544764131307602,0.05574192851781845
59,0.04692015424370766,0.10591266304254532,0.05899250879883766
60,0.03343532606959343,0.016579173505306244,0.016856152564287186
61,0.012046968564391136,0.11128219962120056,0.09923523105680943
62,0.017075898125767708,0.01873108372092247,0.0016551855951547623
63,0.06541986763477325,0.034240540117025375,0.03117932751774788
64,0.03384989872574806,0.017263397574424744,0.01658650115132332
65,0.004398250486701727,0.004475715104490519,7.746461778879166e-05
66,0.028091086074709892,0.014842303469777107,0.013248782604932785
67,0.012951360084116459,0.01758282631635666,0.0046314662322402
68,0.01267173234373331,0.01767413318157196,0.00500240083783865
69,0.02240336500108242,0.01201684307307005,0.010386521928012371
70,0.025082342326641083,0.014339257031679153,0.01074308529496193
71,0.0054856701754033566,0.01125196274369955,0.005766292568296194
72,0.005533915478736162,0.005392345599830151,0.00014156987890601158
73,0.026714131236076355,0.014766344800591469,0.011947786435484886
74,0.0054364376701414585,0.009801427833735943,0.004364990163594484
75,0.025943320244550705,0.013361215591430664,0.012582104653120041
76,0.022045878693461418,0.03111240454018116,0.009066525846719742
77,0.021861404180526733,0.06627120077610016,0.044409796595573425
78,0.006327938754111528,0.0050645023584365845,0.001263436395674944
79,0.013109661638736725,0.018757754936814308,0.005648093298077583
80,0.01433159876614809,0.017800940200686455,0.0034693414345383644
81,0.003955674357712269,0.006083374843001366,0.002127700485289097
82,0.006293762940913439,0.006451146677136421,0.0001573837362229824
83,0.021815277636051178,0.012442518956959248,0.00937275867909193
84,0.023715736344456673,0.014396961778402328,0.009318774566054344
85,0.0068807355128228664,0.010600666515529156,0.0037199310027062893
86,0.0053900424391031265,0.0052779666148126125,0.00011207582429051399
87,0.03215469419956207,0.049436844885349274,0.0172821506857872
88,0.019161393865942955,0.02441115491092205,0.0052497610449790955
89,0.027832575142383575,0.016518335789442062,0.011314239352941513
90,0.029379427433013916,0.014499194920063019,0.014880232512950897
91,0.022967470809817314,0.012838723137974739,0.010128747671842575
92,0.023586759343743324,0.012938338331878185,0.010648421011865139
93,0.012463788501918316,0.0981607437133789,0.08569695521146059
94,0.027545545250177383,0.01657659187912941,0.010968953371047974
95,0.011984520591795444,0.04273176193237305,0.030747241340577602
96,0.015605785883963108,0.011977186426520348,0.0036285994574427605
97,0.014120693318545818,0.019048234447836876,0.004927541129291058
98,0.005422694142907858,0.0058166165836155415,0.00039392244070768356
99,0.006698337383568287,0.005626457277685404,0.001071880105882883
100,0.013719812966883183,0.01989310048520565,0.006173287518322468
101,0.01271269004791975,0.018680734559893608,0.005968044511973858
102,0.023224033415317535,0.011869902722537518,0.011354130692780018
103,0.028703724965453148,0.014270525425672531,0.014433199539780617
104,0.021570656448602676,0.011746766977012157,0.009823889471590519
105,0.021017789840698242,0.011047810316085815,0.009969979524612427
106,0.041576314717531204,0.05113993585109711,0.009563621133565903
107,0.0251621101051569,0.027697518467903137,0.0025354083627462387
108,0.004741567187011242,0.004483971744775772,0.0002575954422354698
109,0.005857645068317652,0.005540573038160801,0.0003170720301568508
110,0.005736044142395258,0.008743061684072018,0.0030070175416767597
111,0.00508782546967268,0.00520285265520215,0.00011502718552947044
112,0.005543115083128214,0.005206708796322346,0.00033640628680586815
113,0.016086207702755928,0.022022979333996773,0.005936771631240845
114,0.0051537188701331615,0.0050870985724031925,6.662029772996902e-05
115,0.03982076421380043,0.018958574160933495,0.020862190052866936
116,0.011892504058778286,0.024279315024614334,0.012386810965836048
117,0.02676798775792122,0.01409600954502821,0.01267197821289301
118,0.04675879329442978,0.05861545726656914,0.011856663972139359
119,0.01369017269462347,0.01954682171344757,0.0058566490188241005
120,0.061443883925676346,0.03783242776989937,0.023611456155776978
121,0.00554960360750556,0.0055951327085494995,4.552910104393959e-05
122,0.019628461450338364,0.10419237613677979,0.08456391468644142
123,0.005330918822437525,0.005963756237179041,0.0006328374147415161
124,0.026602501049637794,0.01356495264917612,0.013037548400461674
125,0.030487442389130592,0.015156485140323639,0.015330957248806953
126,0.035512275993824005,0.017048541456460953,0.018463734537363052
127,0.006241877097636461,0.0057550049386918545,0.0004868721589446068
128,0.04842265695333481,0.03382403403520584,0.014598622918128967
129,0.004999184049665928,0.004635144956409931,0.0003640390932559967
130,0.0472734309732914,0.03701809421181679,0.01025533676147461
131,0.03545268252491951,0.029639653861522675,0.005813028663396835
132,0.005834782496094704,0.01260356605052948,0.006768783554434776
133,0.005718498956412077,0.005486252252012491,0.00023224670439958572
134,0.024098007008433342,0.014112824574112892,0.00998518243432045
135,0.032971110194921494,0.016864296048879623,0.01610681414604187
136,0.026671050116419792,0.011890244670212269,0.014780805446207523
137,0.037251997739076614,0.03764904662966728,0.0003970488905906677
138,0.012414483353495598,0.016650456935167313,0.004235973581671715
139,0.014108584262430668,0.020790841430425644,0.006682257167994976
140,0.012693703174591064,0.016879482194781303,0.004185779020190239
