num,logits[7],logits[6],distance(7->6)
1,0.16700458526611328,0.17372652888298035,0.006721943616867065
2,0.16412346065044403,0.18180374801158905,0.01768028736114502
3,0.1492568850517273,0.15768946707248688,0.008432582020759583
4,0.15653741359710693,0.13222044706344604,0.02431696653366089
5,0.1591983586549759,0.12349448353052139,0.0357038751244545
6,0.15863288938999176,0.12420640140771866,0.0344264879822731
7,0.11613406985998154,0.17518624663352966,0.059052176773548126
8,0.17909319698810577,0.15879465639591217,0.020298540592193604
9,0.15411949157714844,0.13967755436897278,0.01444193720817566
10,0.1263657510280609,0.16164889931678772,0.03528314828872681
11,0.164356991648674,0.17947432398796082,0.015117332339286804
12,0.1698637157678604,0.1818750947713852,0.01201137900352478
13,0.12057014554738998,0.16406849026679993,0.04349834471940994
14,0.15255963802337646,0.1394413262605667,0.013118311762809753
15,0.1644033044576645,0.13157421350479126,0.03282909095287323
16,0.12093837559223175,0.1679585576057434,0.04702018201351166
17,0.12169025093317032,0.16383762657642365,0.042147375643253326
18,0.1160135492682457,0.17201851308345795,0.05600496381521225
19,0.12183038890361786,0.16645723581314087,0.04462684690952301
20,0.15969569981098175,0.12522153556346893,0.03447416424751282
21,0.16531747579574585,0.12826991081237793,0.03704756498336792
22,0.12084957957267761,0.16893449425697327,0.048084914684295654
23,0.1224408745765686,0.14408424496650696,0.021643370389938354
24,0.13276302814483643,0.15299130976200104,0.020228281617164612
25,0.11991330981254578,0.16449740529060364,0.04458409547805786
26,0.17225992679595947,0.1760111153125763,0.0037511885166168213
27,0.14395762979984283,0.1249609887599945,0.018996641039848328
28,0.12014178931713104,0.16457363963127136,0.04443185031414032
29,0.16745935380458832,0.17633572220802307,0.008876368403434753
30,0.14613822102546692,0.1328759342432022,0.01326228678226471
31,0.1206652894616127,0.16435322165489197,0.043687932193279266
32,0.1612505316734314,0.1753065288066864,0.014055997133255005
33,0.15887004137039185,0.13002392649650574,0.02884611487388611
34,0.16697858273983002,0.17398229241371155,0.007003709673881531
35,0.16063934564590454,0.12355492264032364,0.0370844230055809
36,0.12258419394493103,0.1612621694803238,0.03867797553539276
37,0.1618971973657608,0.17985936999320984,0.017962172627449036
38,0.1110113337635994,0.1653965413570404,0.05438520759344101
39,0.12141195684671402,0.16455034911632538,0.04313839226961136
40,0.11773547530174255,0.1612197756767273,0.04348430037498474
41,0.16956643760204315,0.17433835566043854,0.004771918058395386
42,0.11911299079656601,0.16147083044052124,0.04235783964395523
43,0.16081516444683075,0.1711142361164093,0.010299071669578552
44,0.11228548735380173,0.17310810089111328,0.060822613537311554
45,0.15284191071987152,0.1334013044834137,0.019440606236457825
46,0.1600787490606308,0.18072903156280518,0.020650282502174377
47,0.1078493520617485,0.1724395602941513,0.0645902082324028
48,0.15623244643211365,0.1309065818786621,0.025325864553451538
49,0.11831722408533096,0.15002277493476868,0.031705550849437714
50,0.15107005834579468,0.12765121459960938,0.023418843746185303
51,0.16290095448493958,0.12654899060726166,0.03635196387767792
52,0.11949929594993591,0.17071197926998138,0.05121268332004547
53,0.15540815889835358,0.1840057224035263,0.02859756350517273
54,0.10747947543859482,0.1771320104598999,0.06965253502130508
55,0.11350245773792267,0.15046735107898712,0.03696489334106445
56,0.1636875718832016,0.12600575387477875,0.03768181800842285
57,0.11824575811624527,0.16777324676513672,0.04952748864889145
58,0.17079083621501923,0.17339806258678436,0.0026072263717651367
59,0.1675329953432083,0.1767602115869522,0.009227216243743896
60,0.1633245348930359,0.1321508288383484,0.0311737060546875
61,0.16528411209583282,0.17960719764232635,0.01432308554649353
62,0.16373656690120697,0.13123656809329987,0.032499998807907104
63,0.1603458672761917,0.16398845613002777,0.0036425888538360596
64,0.15708565711975098,0.13724830746650696,0.01983734965324402
